"berkas_citra","nama"
"364__M_Right_little_finger.BMP","Priscilla Kunde"
"364__M_Right_middle_finger.BMP","Priscilla Kunde"
"364__M_Right_ring_finger.BMP","Priscilla Kunde"
"364__M_Right_thumb_finger.BMP","Priscilla Kunde"
"365__M_Left_index_finger.BMP","Lora Zieme"
"365__M_Left_little_finger.BMP","Lora Zieme"
"365__M_Left_middle_finger.BMP","Lora Zieme"
"365__M_Left_ring_finger.BMP","Lora Zieme"
"365__M_Left_thumb_finger.BMP","Lora Zieme"
"365__M_Right_index_finger.BMP","Lora Zieme"
"365__M_Right_little_finger.BMP","Lora Zieme"
"365__M_Right_middle_finger.BMP","Lora Zieme"
"365__M_Right_ring_finger.BMP","Lora Zieme"
"365__M_Right_thumb_finger.BMP","Lora Zieme"
"366__M_Left_index_finger.BMP","Bruce Streich"
"366__M_Left_little_finger.BMP","Bruce Streich"
"366__M_Left_middle_finger.BMP","Bruce Streich"
"366__M_Left_ring_finger.BMP","Bruce Streich"
"366__M_Left_thumb_finger.BMP","Bruce Streich"
"366__M_Right_index_finger.BMP","Bruce Streich"
"366__M_Right_little_finger.BMP","Bruce Streich"
"366__M_Right_middle_finger.BMP","Bruce Streich"
"366__M_Right_ring_finger.BMP","Bruce Streich"
"366__M_Right_thumb_finger.BMP","Bruce Streich"
"367__M_Left_index_finger.BMP","Beulah Powlowski"
"367__M_Left_little_finger.BMP","Beulah Powlowski"
"367__M_Left_middle_finger.BMP","Beulah Powlowski"
"367__M_Left_ring_finger.BMP","Beulah Powlowski"
"367__M_Left_thumb_finger.BMP","Beulah Powlowski"
"367__M_Right_index_finger.BMP","Beulah Powlowski"
"367__M_Right_little_finger.BMP","Beulah Powlowski"
"367__M_Right_middle_finger.BMP","Beulah Powlowski"
"367__M_Right_ring_finger.BMP","Beulah Powlowski"
"367__M_Right_thumb_finger.BMP","Beulah Powlowski"
"368__M_Left_index_finger.BMP","Dr. Darla Cummerata"
"368__M_Left_little_finger.BMP","Dr. Darla Cummerata"
"368__M_Left_middle_finger.BMP","Dr. Darla Cummerata"
"368__M_Left_ring_finger.BMP","Dr. Darla Cummerata"
"368__M_Left_thumb_finger.BMP","Dr. Darla Cummerata"
"368__M_Right_index_finger.BMP","Dr. Darla Cummerata"
"368__M_Right_little_finger.BMP","Dr. Darla Cummerata"
"368__M_Right_middle_finger.BMP","Dr. Darla Cummerata"
"368__M_Right_ring_finger.BMP","Dr. Darla Cummerata"
"368__M_Right_thumb_finger.BMP","Dr. Darla Cummerata"
"369__F_Left_index_finger.BMP","Elvira Medhurst Sr."
"369__F_Left_little_finger.BMP","Elvira Medhurst Sr."
"369__F_Left_middle_finger.BMP","Elvira Medhurst Sr."
"369__F_Left_ring_finger.BMP","Elvira Medhurst Sr."
"369__F_Left_thumb_finger.BMP","Elvira Medhurst Sr."
"369__F_Right_index_finger.BMP","Elvira Medhurst Sr."
"369__F_Right_little_finger.BMP","Elvira Medhurst Sr."
"369__F_Right_middle_finger.BMP","Elvira Medhurst Sr."
"369__F_Right_ring_finger.BMP","Elvira Medhurst Sr."
"369__F_Right_thumb_finger.BMP","Elvira Medhurst Sr."
"370__M_Left_index_finger.BMP","Lucille Feeney"
"370__M_Left_little_finger.BMP","Lucille Feeney"
"370__M_Left_middle_finger.BMP","Lucille Feeney"
"370__M_Left_ring_finger.BMP","Lucille Feeney"
"370__M_Left_thumb_finger.BMP","Lucille Feeney"
"370__M_Right_index_finger.BMP","Lucille Feeney"
"370__M_Right_little_finger.BMP","Lucille Feeney"
"370__M_Right_middle_finger.BMP","Lucille Feeney"
"370__M_Right_ring_finger.BMP","Lucille Feeney"
"370__M_Right_thumb_finger.BMP","Lucille Feeney"
"371__M_Left_index_finger.BMP","Dean Crona"
"371__M_Left_little_finger.BMP","Dean Crona"
"371__M_Left_middle_finger.BMP","Dean Crona"
"371__M_Left_ring_finger.BMP","Dean Crona"
"371__M_Left_thumb_finger.BMP","Dean Crona"
"371__M_Right_index_finger.BMP","Dean Crona"
"371__M_Right_little_finger.BMP","Dean Crona"
"371__M_Right_middle_finger.BMP","Dean Crona"
"371__M_Right_ring_finger.BMP","Dean Crona"
"371__M_Right_thumb_finger.BMP","Dean Crona"
"372__M_Left_index_finger.BMP","Mike Heidenreich IV"
"372__M_Left_little_finger.BMP","Mike Heidenreich IV"
"372__M_Left_middle_finger.BMP","Mike Heidenreich IV"
"372__M_Left_ring_finger.BMP","Mike Heidenreich IV"
"372__M_Left_thumb_finger.BMP","Mike Heidenreich IV"
"372__M_Right_index_finger.BMP","Mike Heidenreich IV"
"372__M_Right_little_finger.BMP","Mike Heidenreich IV"
"372__M_Right_middle_finger.BMP","Mike Heidenreich IV"
"372__M_Right_ring_finger.BMP","Mike Heidenreich IV"
"372__M_Right_thumb_finger.BMP","Mike Heidenreich IV"
"373__M_Left_index_finger.BMP","Latoya Rolfson"
"373__M_Left_little_finger.BMP","Latoya Rolfson"
"373__M_Left_middle_finger.BMP","Latoya Rolfson"
"373__M_Left_ring_finger.BMP","Latoya Rolfson"
"373__M_Left_thumb_finger.BMP","Latoya Rolfson"
"373__M_Right_index_finger.BMP","Latoya Rolfson"
"373__M_Right_little_finger.BMP","Latoya Rolfson"
"373__M_Right_middle_finger.BMP","Latoya Rolfson"
"373__M_Right_ring_finger.BMP","Latoya Rolfson"
"373__M_Right_thumb_finger.BMP","Latoya Rolfson"
"374__M_Left_index_finger.BMP","Rafael Moen"
"374__M_Left_little_finger.BMP","Rafael Moen"
"374__M_Left_middle_finger.BMP","Rafael Moen"
"374__M_Left_ring_finger.BMP","Rafael Moen"
"374__M_Left_thumb_finger.BMP","Rafael Moen"
"374__M_Right_index_finger.BMP","Rafael Moen"
"374__M_Right_little_finger.BMP","Rafael Moen"
"374__M_Right_middle_finger.BMP","Rafael Moen"
"374__M_Right_ring_finger.BMP","Rafael Moen"
"374__M_Right_thumb_finger.BMP","Rafael Moen"
"375__M_Left_index_finger.BMP","Doyle Dare"
"375__M_Left_little_finger.BMP","Doyle Dare"
"375__M_Left_middle_finger.BMP","Doyle Dare"
"375__M_Left_ring_finger.BMP","Doyle Dare"
"375__M_Left_thumb_finger.BMP","Doyle Dare"
"375__M_Right_index_finger.BMP","Doyle Dare"
"375__M_Right_little_finger.BMP","Doyle Dare"
"375__M_Right_middle_finger.BMP","Doyle Dare"
"375__M_Right_ring_finger.BMP","Doyle Dare"
"375__M_Right_thumb_finger.BMP","Doyle Dare"
"376__F_Left_index_finger.BMP","Margaret Conroy"
"376__F_Left_little_finger.BMP","Margaret Conroy"
"376__F_Left_middle_finger.BMP","Margaret Conroy"
"376__F_Left_ring_finger.BMP","Margaret Conroy"
"376__F_Left_thumb_finger.BMP","Margaret Conroy"
"376__F_Right_index_finger.BMP","Margaret Conroy"
"376__F_Right_little_finger.BMP","Margaret Conroy"
"376__F_Right_middle_finger.BMP","Margaret Conroy"
"376__F_Right_ring_finger.BMP","Margaret Conroy"
"376__F_Right_thumb_finger.BMP","Margaret Conroy"
"377__M_Left_index_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Left_little_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Left_middle_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Left_ring_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Left_thumb_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Right_index_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Right_little_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Right_middle_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Right_ring_finger.BMP","Mrs. Sherry Rohan MD"
"377__M_Right_thumb_finger.BMP","Mrs. Sherry Rohan MD"
"378__F_Left_index_finger.BMP","Margaret Goldner"
"378__F_Left_little_finger.BMP","Margaret Goldner"
"378__F_Left_middle_finger.BMP","Margaret Goldner"
"378__F_Left_ring_finger.BMP","Margaret Goldner"
"378__F_Left_thumb_finger.BMP","Margaret Goldner"
"378__F_Right_index_finger.BMP","Margaret Goldner"
"378__F_Right_little_finger.BMP","Margaret Goldner"
"378__F_Right_middle_finger.BMP","Margaret Goldner"
"378__F_Right_ring_finger.BMP","Margaret Goldner"
"378__F_Right_thumb_finger.BMP","Margaret Goldner"
"379__F_Left_index_finger.BMP","June Romaguera"
"379__F_Left_little_finger.BMP","June Romaguera"
"379__F_Left_middle_finger.BMP","June Romaguera"
"379__F_Left_ring_finger.BMP","June Romaguera"
"379__F_Left_thumb_finger.BMP","June Romaguera"
"379__F_Right_index_finger.BMP","June Romaguera"
"379__F_Right_little_finger.BMP","June Romaguera"
"379__F_Right_middle_finger.BMP","June Romaguera"
"379__F_Right_ring_finger.BMP","June Romaguera"
"379__F_Right_thumb_finger.BMP","June Romaguera"
"380__M_Left_index_finger.BMP","Mable Schmeler"
"380__M_Left_little_finger.BMP","Mable Schmeler"
"380__M_Left_middle_finger.BMP","Mable Schmeler"
"380__M_Left_ring_finger.BMP","Mable Schmeler"
"380__M_Left_thumb_finger.BMP","Mable Schmeler"
"380__M_Right_index_finger.BMP","Mable Schmeler"
"380__M_Right_little_finger.BMP","Mable Schmeler"
"380__M_Right_middle_finger.BMP","Mable Schmeler"
"380__M_Right_ring_finger.BMP","Mable Schmeler"
"380__M_Right_thumb_finger.BMP","Mable Schmeler"
"381__M_Left_index_finger.BMP","Estelle Ritchie"
"381__M_Left_little_finger.BMP","Estelle Ritchie"
"381__M_Left_middle_finger.BMP","Estelle Ritchie"
"381__M_Left_ring_finger.BMP","Estelle Ritchie"
"381__M_Left_thumb_finger.BMP","Estelle Ritchie"
"381__M_Right_index_finger.BMP","Estelle Ritchie"
"381__M_Right_little_finger.BMP","Estelle Ritchie"
"381__M_Right_middle_finger.BMP","Estelle Ritchie"
"381__M_Right_ring_finger.BMP","Estelle Ritchie"
"381__M_Right_thumb_finger.BMP","Estelle Ritchie"
"382__M_Left_index_finger.BMP","Carolyn Frami"
"382__M_Left_little_finger.BMP","Carolyn Frami"
"382__M_Left_middle_finger.BMP","Carolyn Frami"
"382__M_Left_ring_finger.BMP","Carolyn Frami"
"382__M_Left_thumb_finger.BMP","Carolyn Frami"
"382__M_Right_index_finger.BMP","Carolyn Frami"
"382__M_Right_little_finger.BMP","Carolyn Frami"
"382__M_Right_middle_finger.BMP","Carolyn Frami"
"382__M_Right_ring_finger.BMP","Carolyn Frami"
"382__M_Right_thumb_finger.BMP","Carolyn Frami"
"383__M_Left_index_finger.BMP","Ms. Lola Lang"
"383__M_Left_little_finger.BMP","Ms. Lola Lang"
"383__M_Left_middle_finger.BMP","Ms. Lola Lang"
"383__M_Left_ring_finger.BMP","Ms. Lola Lang"
"383__M_Left_thumb_finger.BMP","Ms. Lola Lang"
"383__M_Right_index_finger.BMP","Ms. Lola Lang"
"383__M_Right_little_finger.BMP","Ms. Lola Lang"
"383__M_Right_middle_finger.BMP","Ms. Lola Lang"
"383__M_Right_ring_finger.BMP","Ms. Lola Lang"
"383__M_Right_thumb_finger.BMP","Ms. Lola Lang"
"384__F_Left_index_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Left_little_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Left_middle_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Left_ring_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Left_thumb_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Right_index_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Right_little_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Right_middle_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Right_ring_finger.BMP","Mr. Salvatore Murray-Friesen I"
"384__F_Right_thumb_finger.BMP","Mr. Salvatore Murray-Friesen I"
"385__M_Left_index_finger.BMP","Michelle Rippin"
"385__M_Left_little_finger.BMP","Michelle Rippin"
"385__M_Left_middle_finger.BMP","Michelle Rippin"
"385__M_Left_ring_finger.BMP","Michelle Rippin"
"385__M_Left_thumb_finger.BMP","Michelle Rippin"
"385__M_Right_index_finger.BMP","Michelle Rippin"
"385__M_Right_little_finger.BMP","Michelle Rippin"
"385__M_Right_middle_finger.BMP","Michelle Rippin"
"385__M_Right_ring_finger.BMP","Michelle Rippin"
"385__M_Right_thumb_finger.BMP","Michelle Rippin"
"386__M_Left_index_finger.BMP","Bennie Sipes"
"386__M_Left_little_finger.BMP","Bennie Sipes"
"386__M_Left_middle_finger.BMP","Bennie Sipes"
"386__M_Left_ring_finger.BMP","Bennie Sipes"
"386__M_Left_thumb_finger.BMP","Bennie Sipes"
"386__M_Right_index_finger.BMP","Bennie Sipes"
"386__M_Right_little_finger.BMP","Bennie Sipes"
"386__M_Right_middle_finger.BMP","Bennie Sipes"
"386__M_Right_ring_finger.BMP","Bennie Sipes"
"386__M_Right_thumb_finger.BMP","Bennie Sipes"
"387__F_Left_index_finger.BMP","Shawn Spinka"
"387__F_Left_little_finger.BMP","Shawn Spinka"
"387__F_Left_middle_finger.BMP","Shawn Spinka"
"387__F_Left_ring_finger.BMP","Shawn Spinka"
"387__F_Left_thumb_finger.BMP","Shawn Spinka"
"387__F_Right_index_finger.BMP","Shawn Spinka"
"387__F_Right_little_finger.BMP","Shawn Spinka"
"387__F_Right_middle_finger.BMP","Shawn Spinka"
"387__F_Right_ring_finger.BMP","Shawn Spinka"
"387__F_Right_thumb_finger.BMP","Shawn Spinka"
"388__F_Left_index_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Left_little_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Left_middle_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Left_ring_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Left_thumb_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Right_index_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Right_little_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Right_middle_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Right_ring_finger.BMP","Mr. Carroll Murazik MD"
"388__F_Right_thumb_finger.BMP","Mr. Carroll Murazik MD"
"389__F_Left_index_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Left_little_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Left_middle_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Left_ring_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Left_thumb_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Right_index_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Right_little_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Right_middle_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Right_ring_finger.BMP","Tamara Hegmann-Sawayn"
"389__F_Right_thumb_finger.BMP","Tamara Hegmann-Sawayn"
"390__F_Left_index_finger.BMP","Dr. Joy Champlin"
"390__F_Left_little_finger.BMP","Dr. Joy Champlin"
"390__F_Left_middle_finger.BMP","Dr. Joy Champlin"
"390__F_Left_ring_finger.BMP","Dr. Joy Champlin"
"390__F_Left_thumb_finger.BMP","Dr. Joy Champlin"
"390__F_Right_index_finger.BMP","Dr. Joy Champlin"
"390__F_Right_little_finger.BMP","Dr. Joy Champlin"
"390__F_Right_middle_finger.BMP","Dr. Joy Champlin"
"390__F_Right_ring_finger.BMP","Dr. Joy Champlin"
"390__F_Right_thumb_finger.BMP","Dr. Joy Champlin"
"391__M_Left_index_finger.BMP","Chester Pagac"
"391__M_Left_little_finger.BMP","Chester Pagac"
"391__M_Left_middle_finger.BMP","Chester Pagac"
"391__M_Left_ring_finger.BMP","Chester Pagac"
"391__M_Left_thumb_finger.BMP","Chester Pagac"
"391__M_Right_index_finger.BMP","Chester Pagac"
"391__M_Right_little_finger.BMP","Chester Pagac"
"391__M_Right_middle_finger.BMP","Chester Pagac"
"391__M_Right_ring_finger.BMP","Chester Pagac"
"391__M_Right_thumb_finger.BMP","Chester Pagac"
"392__M_Left_index_finger.BMP","Marian Weimann"
"392__M_Left_little_finger.BMP","Marian Weimann"
"392__M_Left_middle_finger.BMP","Marian Weimann"
"392__M_Left_ring_finger.BMP","Marian Weimann"
"392__M_Left_thumb_finger.BMP","Marian Weimann"
"392__M_Right_index_finger.BMP","Marian Weimann"
"392__M_Right_little_finger.BMP","Marian Weimann"
"392__M_Right_middle_finger.BMP","Marian Weimann"
"392__M_Right_ring_finger.BMP","Marian Weimann"
"392__M_Right_thumb_finger.BMP","Marian Weimann"
"393__M_Left_index_finger.BMP","Kay Hackett"
"393__M_Left_little_finger.BMP","Kay Hackett"
"393__M_Left_middle_finger.BMP","Kay Hackett"
"393__M_Left_ring_finger.BMP","Kay Hackett"
"393__M_Left_thumb_finger.BMP","Kay Hackett"
"393__M_Right_index_finger.BMP","Kay Hackett"
"393__M_Right_little_finger.BMP","Kay Hackett"
"393__M_Right_middle_finger.BMP","Kay Hackett"
"393__M_Right_ring_finger.BMP","Kay Hackett"
"393__M_Right_thumb_finger.BMP","Kay Hackett"
"394__M_Left_index_finger.BMP","Jean Mohr"
"394__M_Left_little_finger.BMP","Jean Mohr"
"394__M_Left_middle_finger.BMP","Jean Mohr"
"394__M_Left_ring_finger.BMP","Jean Mohr"
"394__M_Left_thumb_finger.BMP","Jean Mohr"
"394__M_Right_index_finger.BMP","Jean Mohr"
"394__M_Right_little_finger.BMP","Jean Mohr"
"394__M_Right_middle_finger.BMP","Jean Mohr"
"394__M_Right_ring_finger.BMP","Jean Mohr"
"394__M_Right_thumb_finger.BMP","Jean Mohr"
"395__M_Left_index_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Left_little_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Left_middle_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Left_ring_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Left_thumb_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Right_index_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Right_little_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Right_middle_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Right_ring_finger.BMP","Mrs. Loretta Kilback V"
"395__M_Right_thumb_finger.BMP","Mrs. Loretta Kilback V"
"396__M_Left_index_finger.BMP","Forrest Wiegand II"
"396__M_Left_little_finger.BMP","Forrest Wiegand II"
"396__M_Left_middle_finger.BMP","Forrest Wiegand II"
"396__M_Left_ring_finger.BMP","Forrest Wiegand II"
"396__M_Left_thumb_finger.BMP","Forrest Wiegand II"
"396__M_Right_index_finger.BMP","Forrest Wiegand II"
"396__M_Right_little_finger.BMP","Forrest Wiegand II"
"396__M_Right_middle_finger.BMP","Forrest Wiegand II"
"396__M_Right_ring_finger.BMP","Forrest Wiegand II"
"396__M_Right_thumb_finger.BMP","Forrest Wiegand II"
"397__M_Left_index_finger.BMP","Timmy Farrell"
"397__M_Left_little_finger.BMP","Timmy Farrell"
"397__M_Left_middle_finger.BMP","Timmy Farrell"
"397__M_Left_ring_finger.BMP","Timmy Farrell"
"397__M_Left_thumb_finger.BMP","Timmy Farrell"
"397__M_Right_index_finger.BMP","Timmy Farrell"
"397__M_Right_little_finger.BMP","Timmy Farrell"
"397__M_Right_middle_finger.BMP","Timmy Farrell"
"397__M_Right_ring_finger.BMP","Timmy Farrell"
"397__M_Right_thumb_finger.BMP","Timmy Farrell"
"398__M_Left_index_finger.BMP","Francis Runte"
"398__M_Left_little_finger.BMP","Francis Runte"
"398__M_Left_middle_finger.BMP","Francis Runte"
"398__M_Left_ring_finger.BMP","Francis Runte"
"398__M_Left_thumb_finger.BMP","Francis Runte"
"398__M_Right_index_finger.BMP","Francis Runte"
"398__M_Right_little_finger.BMP","Francis Runte"
"398__M_Right_middle_finger.BMP","Francis Runte"
"398__M_Right_ring_finger.BMP","Francis Runte"
"398__M_Right_thumb_finger.BMP","Francis Runte"
"399__M_Left_index_finger.BMP","Velma O'Keefe"
"399__M_Left_little_finger.BMP","Velma O'Keefe"
"399__M_Left_middle_finger.BMP","Velma O'Keefe"
"399__M_Left_ring_finger.BMP","Velma O'Keefe"
"399__M_Left_thumb_finger.BMP","Velma O'Keefe"
"399__M_Right_index_finger.BMP","Velma O'Keefe"
"399__M_Right_little_finger.BMP","Velma O'Keefe"
"399__M_Right_middle_finger.BMP","Velma O'Keefe"
"399__M_Right_ring_finger.BMP","Velma O'Keefe"
"399__M_Right_thumb_finger.BMP","Velma O'Keefe"
"400__M_Left_index_finger.BMP","Allen Gibson"
"400__M_Left_little_finger.BMP","Allen Gibson"
"400__M_Left_middle_finger.BMP","Allen Gibson"
"400__M_Left_ring_finger.BMP","Allen Gibson"
"400__M_Left_thumb_finger.BMP","Allen Gibson"
"400__M_Right_index_finger.BMP","Allen Gibson"
"400__M_Right_little_finger.BMP","Allen Gibson"
"400__M_Right_middle_finger.BMP","Allen Gibson"
"400__M_Right_ring_finger.BMP","Allen Gibson"
"400__M_Right_thumb_finger.BMP","Allen Gibson"
"401__M_Left_index_finger.BMP","Dr. Jeannie Sanford"
"401__M_Left_little_finger.BMP","Dr. Jeannie Sanford"
"401__M_Left_middle_finger.BMP","Dr. Jeannie Sanford"
"401__M_Left_ring_finger.BMP","Dr. Jeannie Sanford"
"401__M_Left_thumb_finger.BMP","Dr. Jeannie Sanford"
"401__M_Right_index_finger.BMP","Dr. Jeannie Sanford"
"401__M_Right_little_finger.BMP","Dr. Jeannie Sanford"
"401__M_Right_middle_finger.BMP","Dr. Jeannie Sanford"
"401__M_Right_ring_finger.BMP","Dr. Jeannie Sanford"
"401__M_Right_thumb_finger.BMP","Dr. Jeannie Sanford"
"402__M_Left_index_finger.BMP","Christopher Wolf"
"402__M_Left_little_finger.BMP","Christopher Wolf"
"402__M_Left_middle_finger.BMP","Christopher Wolf"
"402__M_Left_ring_finger.BMP","Christopher Wolf"
"402__M_Left_thumb_finger.BMP","Christopher Wolf"
"402__M_Right_index_finger.BMP","Christopher Wolf"
"402__M_Right_little_finger.BMP","Christopher Wolf"
"402__M_Right_middle_finger.BMP","Christopher Wolf"
"402__M_Right_ring_finger.BMP","Christopher Wolf"
"402__M_Right_thumb_finger.BMP","Christopher Wolf"
"403__M_Left_index_finger.BMP","Marcia Zulauf-Heller"
"403__M_Left_little_finger.BMP","Marcia Zulauf-Heller"
"403__M_Left_middle_finger.BMP","Marcia Zulauf-Heller"
"403__M_Left_ring_finger.BMP","Marcia Zulauf-Heller"
"403__M_Left_thumb_finger.BMP","Marcia Zulauf-Heller"
"403__M_Right_index_finger.BMP","Marcia Zulauf-Heller"
"403__M_Right_little_finger.BMP","Marcia Zulauf-Heller"
"403__M_Right_middle_finger.BMP","Marcia Zulauf-Heller"
"403__M_Right_ring_finger.BMP","Marcia Zulauf-Heller"
"403__M_Right_thumb_finger.BMP","Marcia Zulauf-Heller"
"404__M_Left_index_finger.BMP","Abel Pfeffer"
"404__M_Left_little_finger.BMP","Abel Pfeffer"
"404__M_Left_middle_finger.BMP","Abel Pfeffer"
"404__M_Left_ring_finger.BMP","Abel Pfeffer"
"404__M_Left_thumb_finger.BMP","Abel Pfeffer"
"404__M_Right_index_finger.BMP","Abel Pfeffer"
"404__M_Right_little_finger.BMP","Abel Pfeffer"
"404__M_Right_middle_finger.BMP","Abel Pfeffer"
"404__M_Right_ring_finger.BMP","Abel Pfeffer"
"404__M_Right_thumb_finger.BMP","Abel Pfeffer"
"405__M_Left_index_finger.BMP","Darrel Turcotte"
"405__M_Left_little_finger.BMP","Darrel Turcotte"
"405__M_Left_middle_finger.BMP","Darrel Turcotte"
"405__M_Left_ring_finger.BMP","Darrel Turcotte"
"405__M_Left_thumb_finger.BMP","Darrel Turcotte"
"405__M_Right_index_finger.BMP","Darrel Turcotte"
"405__M_Right_little_finger.BMP","Darrel Turcotte"
"405__M_Right_middle_finger.BMP","Darrel Turcotte"
"405__M_Right_ring_finger.BMP","Darrel Turcotte"
"405__M_Right_thumb_finger.BMP","Darrel Turcotte"
"406__M_Left_index_finger.BMP","Lydia Moen"
"406__M_Left_little_finger.BMP","Lydia Moen"
"406__M_Left_middle_finger.BMP","Lydia Moen"
"406__M_Left_ring_finger.BMP","Lydia Moen"
"406__M_Left_thumb_finger.BMP","Lydia Moen"
"406__M_Right_index_finger.BMP","Lydia Moen"
"406__M_Right_little_finger.BMP","Lydia Moen"
